device_id,timestamp,temperature,signal_strength,connectivity
Device_1,2025-11-11 13:53:52.147144,24.18,98.83,Online
Device_1,2025-11-11 13:55:52.147144,23.69,98.04,Online
Device_1,2025-11-11 13:57:52.147144,22.68,99.54,Online
Device_1,2025-11-11 13:59:52.147144,22.79,98.65,Online
Device_1,2025-11-11 14:01:52.147144,23.09,97.18,Online
Device_1,2025-11-11 14:03:52.147144,23.71,99.3,Online
Device_1,2025-11-11 14:05:52.147144,22.89,97.66,Online
Device_1,2025-11-11 14:07:52.147144,22.52,99.92,Online
Device_1,2025-11-11 14:09:52.147144,23.75,98.97,Online
Device_1,2025-11-11 14:11:52.147144,23.59,100.61,Online
Device_1,2025-11-11 14:13:52.147144,24.1,100.14,Online
Device_1,2025-11-11 14:15:52.147144,23.87,96.97,Online
Device_1,2025-11-11 14:17:52.147144,24.78,97.26,Online
Device_1,2025-11-11 14:19:52.147144,24.49,98.14,Online
Device_1,2025-11-11 14:21:52.147144,24.27,100.77,Online
Device_1,2025-11-11 14:23:52.147144,23.85,101.19,Online
Device_1,2025-11-11 14:25:52.147144,22.89,99.07,Online
Device_1,2025-11-11 14:27:52.147144,24.31,100.46,Online
Device_1,2025-11-11 14:29:52.147144,23.93,99.95,Online
Device_1,2025-11-11 14:31:52.147144,24.77,99.33,Online
Device_1,2025-11-11 14:33:52.147144,23.48,99.81,Online
Device_1,2025-11-11 14:35:52.147144,23.03,99.21,Online
Device_1,2025-11-11 14:37:52.147144,23.4,98.8,Online
Device_1,2025-11-11 14:39:52.147144,24.17,99.63,Online
Device_1,2025-11-11 14:41:52.147144,23.61,101.32,Online
Device_1,2025-11-11 14:43:52.147144,24.17,100.0,Online
Device_1,2025-11-11 14:45:52.147144,23.68,99.97,Online
Device_1,2025-11-11 14:47:52.147144,23.65,99.06,Online
Device_1,2025-11-11 14:49:52.147144,24.59,98.13,Online
Device_1,2025-11-11 14:51:52.147144,24.93,98.0,Online
Device_1,2025-11-11 14:53:52.147144,23.31,100.4,Online
Device_1,2025-11-11 14:55:52.147144,23.76,98.89,Online
Device_1,2025-11-11 14:57:52.147144,23.42,99.5,Online
Device_1,2025-11-11 14:59:52.147144,22.49,98.33,Offline
Device_1,2025-11-11 15:01:52.147144,23.46,98.26,Online
Device_1,2025-11-11 15:03:52.147144,24.77,97.39,Online
Device_1,2025-11-11 15:05:52.147144,23.36,100.82,Online
Device_1,2025-11-11 15:07:52.147144,22.98,98.22,Online
Device_1,2025-11-11 15:09:52.147144,23.42,98.97,Online
Device_1,2025-11-11 15:11:52.147144,23.44,98.25,Online
Device_1,2025-11-11 15:13:52.147144,22.51,99.81,Online
Device_1,2025-11-11 15:15:52.147144,23.83,98.92,Online
Device_1,2025-11-11 15:17:52.147144,24.33,98.76,Online
Device_1,2025-11-11 15:19:52.147144,23.59,99.33,Online
Device_1,2025-11-11 15:21:52.147144,24.18,99.34,Online
Device_1,2025-11-11 15:23:52.147144,23.41,101.24,Online
Device_1,2025-11-11 15:25:52.147144,23.91,99.23,Online
Device_1,2025-11-11 15:27:52.147144,23.3,98.73,Online
Device_1,2025-11-11 15:29:52.147144,23.91,99.43,Online
Device_1,2025-11-11 15:31:52.147144,23.5,98.61,Online
Device_1,2025-11-11 15:33:52.147144,23.78,99.49,Online
Device_1,2025-11-11 15:35:52.147144,24.39,99.46,Online
Device_1,2025-11-11 15:37:52.147144,24.18,97.66,Online
Device_1,2025-11-11 15:39:52.147144,23.22,99.53,Online
Device_1,2025-11-11 15:41:52.147144,24.07,99.07,Online
Device_1,2025-11-11 15:43:52.147144,23.64,98.97,Online
Device_1,2025-11-11 15:45:52.147144,23.99,98.79,Online
Device_1,2025-11-11 15:47:52.147144,23.07,97.13,Online
Device_1,2025-11-11 15:49:52.147144,23.25,99.14,Offline
Device_1,2025-11-11 15:51:52.147144,25.01,98.49,Online
Device_1,2025-11-11 15:53:52.147144,23.24,100.67,Online
Device_1,2025-11-11 15:55:52.147144,24.38,99.83,Online
Device_1,2025-11-11 15:57:52.147144,23.62,99.29,Online
Device_1,2025-11-11 15:59:52.147144,24.29,100.86,Online
Device_1,2025-11-11 16:01:52.147144,23.61,100.12,Online
Device_1,2025-11-11 16:03:52.147144,23.41,98.86,Online
Device_1,2025-11-11 16:05:52.147144,23.46,99.56,Online
Device_1,2025-11-11 16:07:52.147144,24.44,101.67,Online
Device_1,2025-11-11 16:09:52.147144,23.57,99.39,Online
Device_1,2025-11-11 16:11:52.147144,24.16,100.34,Online
Device_1,2025-11-11 16:13:52.147144,24.21,97.74,Online
Device_1,2025-11-11 16:15:52.147144,23.79,99.14,Online
Device_1,2025-11-11 16:17:52.147144,23.63,99.39,Online
Device_1,2025-11-11 16:19:52.147144,24.57,100.02,Online
Device_1,2025-11-11 16:21:52.147144,23.91,100.27,Online
Device_1,2025-11-11 16:23:52.147144,23.12,99.83,Online
Device_1,2025-11-11 16:25:52.147144,23.11,97.26,Online
Device_1,2025-11-11 16:27:52.147144,24.23,99.05,Online
Device_1,2025-11-11 16:29:52.147144,23.9,100.72,Online
Device_1,2025-11-11 16:31:52.147144,23.1,98.91,Online
Device_1,2025-11-11 16:33:52.147144,23.84,99.99,Online
Device_1,2025-11-11 16:35:52.147144,23.51,98.49,Online
Device_1,2025-11-11 16:37:52.147144,23.87,98.03,Online
Device_1,2025-11-11 16:39:52.147144,23.67,98.21,Online
Device_1,2025-11-11 16:41:52.147144,24.0,99.74,Online
Device_1,2025-11-11 16:43:52.147144,22.98,99.81,Online
Device_1,2025-11-11 16:45:52.147144,23.27,96.38,Online
Device_1,2025-11-11 16:47:52.147144,24.05,100.53,Online
Device_1,2025-11-11 16:49:52.147144,24.32,99.72,Online
Device_1,2025-11-11 16:51:52.147144,24.73,99.06,Online
Device_1,2025-11-11 16:53:52.147144,24.06,98.04,Online
Device_1,2025-11-11 16:55:52.147144,23.09,99.24,Online
Device_1,2025-11-11 16:57:52.147144,24.03,97.93,Online
Device_1,2025-11-11 16:59:52.147144,22.98,99.07,Offline
Device_1,2025-11-11 17:01:52.147144,23.96,98.81,Online
Device_1,2025-11-11 17:03:52.147144,23.97,99.23,Offline
Device_1,2025-11-11 17:05:52.147144,23.76,98.98,Online
Device_1,2025-11-11 17:07:52.147144,23.04,98.51,Online
Device_1,2025-11-11 17:09:52.147144,24.37,99.91,Online
Device_1,2025-11-11 17:11:52.147144,23.42,97.97,Online
Device_1,2025-11-11 17:13:52.147144,23.79,97.95,Online
Device_1,2025-11-11 17:15:52.147144,24.36,99.7,Online
Device_1,2025-11-11 17:17:52.147144,23.52,97.56,Online
Device_1,2025-11-11 17:19:52.147144,23.6,99.82,Online
Device_1,2025-11-11 17:21:52.147144,23.73,98.78,Online
Device_1,2025-11-11 17:23:52.147144,23.66,99.84,Online
Device_1,2025-11-11 17:25:52.147144,23.18,98.63,Offline
Device_1,2025-11-11 17:27:52.147144,24.33,97.39,Online
Device_1,2025-11-11 17:29:52.147144,23.43,99.57,Online
Device_1,2025-11-11 17:31:52.147144,23.56,100.19,Online
Device_1,2025-11-11 17:33:52.147144,23.47,98.38,Online
Device_1,2025-11-11 17:35:52.147144,23.33,98.85,Online
Device_1,2025-11-11 17:37:52.147144,23.89,98.68,Online
Device_1,2025-11-11 17:39:52.147144,22.87,100.27,Online
Device_1,2025-11-11 17:41:52.147144,23.49,98.79,Online
Device_1,2025-11-11 17:43:52.147144,24.35,98.67,Online
Device_1,2025-11-11 17:45:52.147144,24.04,99.37,Online
Device_1,2025-11-11 17:47:52.147144,23.95,98.3,Online
Device_1,2025-11-11 17:49:52.147144,24.44,98.37,Online
Device_1,2025-11-11 17:51:52.147144,23.56,99.85,Online
Device_1,2025-11-11 17:53:52.147144,23.76,97.74,Online
Device_1,2025-11-11 17:55:52.147144,23.76,98.92,Online
Device_1,2025-11-11 17:57:52.147144,23.59,98.8,Online
Device_1,2025-11-11 17:59:52.147144,24.35,100.46,Online
Device_1,2025-11-11 18:01:52.147144,23.52,98.82,Online
Device_1,2025-11-11 18:03:52.147144,22.84,98.05,Online
Device_1,2025-11-11 18:05:52.147144,23.47,98.64,Online
Device_1,2025-11-11 18:07:52.147144,23.68,101.05,Online
Device_1,2025-11-11 18:09:52.147144,23.02,101.21,Online
Device_1,2025-11-11 18:11:52.147144,24.31,97.7,Online
Device_1,2025-11-11 18:13:52.147144,24.07,99.11,Online
Device_1,2025-11-11 18:15:52.147144,24.19,99.22,Online
Device_1,2025-11-11 18:17:52.147144,23.12,97.57,Online
Device_1,2025-11-11 18:19:52.147144,23.88,99.24,Online
Device_1,2025-11-11 18:21:52.147144,24.07,97.69,Online
Device_1,2025-11-11 18:23:52.147144,24.37,98.52,Online
Device_1,2025-11-11 18:25:52.147144,23.41,97.21,Online
Device_1,2025-11-11 18:27:52.147144,22.95,98.45,Online
Device_1,2025-11-11 18:29:52.147144,23.52,101.44,Online
Device_1,2025-11-11 18:31:52.147144,23.93,98.54,Online
Device_1,2025-11-11 18:33:52.147144,23.74,100.17,Online
Device_1,2025-11-11 18:35:52.147144,23.31,98.98,Online
Device_1,2025-11-11 18:37:52.147144,23.24,99.3,Online
Device_1,2025-11-11 18:39:52.147144,23.5,99.46,Online
Device_1,2025-11-11 18:41:52.147144,23.78,99.66,Online
Device_1,2025-11-11 18:43:52.147144,23.46,97.93,Online
Device_1,2025-11-11 18:45:52.147144,24.4,98.82,Online
Device_1,2025-11-11 18:47:52.147144,23.56,98.81,Online
Device_1,2025-11-11 18:49:52.147144,23.59,98.59,Offline
Device_1,2025-11-11 18:51:52.147144,24.05,97.88,Online
Device_1,2025-11-11 18:53:52.147144,23.76,98.89,Online
Device_1,2025-11-11 18:55:52.147144,24.29,99.13,Online
Device_1,2025-11-11 18:57:52.147144,23.13,100.48,Offline
Device_1,2025-11-11 18:59:52.147144,22.96,97.01,Online
Device_1,2025-11-11 19:01:52.147144,23.66,98.13,Online
Device_1,2025-11-11 19:03:52.147144,24.01,100.27,Online
Device_1,2025-11-11 19:05:52.147144,23.99,98.75,Online
Device_1,2025-11-11 19:07:52.147144,23.91,99.31,Online
Device_1,2025-11-11 19:09:52.147144,24.13,101.86,Online
Device_1,2025-11-11 19:11:52.147144,23.93,99.1,Online
Device_1,2025-11-11 19:13:52.147144,23.51,98.67,Online
Device_1,2025-11-11 19:15:52.147144,22.7,98.76,Online
Device_1,2025-11-11 19:17:52.147144,24.5,98.16,Online
Device_1,2025-11-11 19:19:52.147144,24.17,97.79,Online
Device_1,2025-11-11 19:21:52.147144,24.26,98.78,Online
Device_1,2025-11-11 19:23:52.147144,23.77,99.7,Online
Device_1,2025-11-11 19:25:52.147144,24.11,99.1,Online
Device_1,2025-11-11 19:27:52.147144,23.82,98.56,Online
Device_1,2025-11-11 19:29:52.147144,24.79,99.15,Online
Device_1,2025-11-11 19:31:52.147144,23.28,98.37,Online
Device_1,2025-11-11 19:33:52.147144,23.43,97.1,Online
Device_1,2025-11-11 19:35:52.147144,23.73,97.01,Online
Device_1,2025-11-11 19:37:52.147144,24.3,97.83,Online
Device_1,2025-11-11 19:39:52.147144,23.36,98.72,Online
Device_1,2025-11-11 19:41:52.147144,23.71,98.69,Online
Device_1,2025-11-11 19:43:52.147144,24.03,98.66,Online
Device_1,2025-11-11 19:45:52.147144,24.04,98.31,Online
Device_1,2025-11-11 19:47:52.147144,23.81,100.04,Online
Device_1,2025-11-11 19:49:52.147144,24.54,99.86,Online
Device_1,2025-11-11 19:51:52.147144,23.1,99.62,Online
Device_1,2025-11-11 19:53:52.147144,23.4,96.76,Online
Device_1,2025-11-11 19:55:52.147144,23.52,99.03,Online
Device_1,2025-11-11 19:57:52.147144,24.26,96.57,Online
Device_1,2025-11-11 19:59:52.147144,23.62,98.62,Online
Device_1,2025-11-11 20:01:52.147144,23.37,99.29,Online
Device_1,2025-11-11 20:03:52.147144,24.23,99.63,Online
Device_1,2025-11-11 20:05:52.147144,23.25,98.07,Online
Device_1,2025-11-11 20:07:52.147144,23.26,98.46,Online
Device_1,2025-11-11 20:09:52.147144,22.95,98.57,Online
Device_1,2025-11-11 20:11:52.147144,23.46,98.95,Online
Device_1,2025-11-11 20:13:52.147144,23.77,98.97,Online
Device_1,2025-11-11 20:15:52.147144,24.32,99.32,Online
Device_1,2025-11-11 20:17:52.147144,23.39,98.12,Online
Device_1,2025-11-11 20:19:52.147144,23.87,99.8,Online
Device_1,2025-11-11 20:21:52.147144,24.06,98.6,Online
Device_1,2025-11-11 20:23:52.147144,24.36,97.39,Online
Device_1,2025-11-11 20:25:52.147144,23.7,96.43,Offline
Device_1,2025-11-11 20:27:52.147144,23.03,100.93,Online
Device_1,2025-11-11 20:29:52.147144,24.03,97.39,Online
Device_1,2025-11-11 20:31:52.147144,23.2,99.73,Online
Device_1,2025-11-11 20:33:52.147144,23.86,100.57,Online
Device_1,2025-11-11 20:35:52.147144,23.16,100.25,Online
Device_1,2025-11-11 20:37:52.147144,24.58,98.6,Online
Device_1,2025-11-11 20:39:52.147144,23.25,98.38,Online
Device_1,2025-11-11 20:41:52.147144,23.38,97.78,Online
Device_1,2025-11-11 20:43:52.147144,23.48,100.42,Online
Device_1,2025-11-11 20:45:52.147144,24.35,98.87,Online
Device_1,2025-11-11 20:47:52.147144,23.48,98.65,Online
Device_1,2025-11-11 20:49:52.147144,23.35,100.35,Online
Device_1,2025-11-11 20:51:52.147144,23.32,100.62,Online
Device_1,2025-11-11 20:53:52.147144,23.74,98.18,Offline
Device_1,2025-11-11 20:55:52.147144,23.53,97.85,Online
Device_1,2025-11-11 20:57:52.147144,23.41,98.02,Online
Device_1,2025-11-11 20:59:52.147144,23.23,97.7,Offline
Device_1,2025-11-11 21:01:52.147144,23.73,98.2,Online
Device_1,2025-11-11 21:03:52.147144,22.48,98.95,Online
Device_1,2025-11-11 21:05:52.147144,23.77,98.48,Online
Device_1,2025-11-11 21:07:52.147144,22.3,98.72,Online
Device_1,2025-11-11 21:09:52.147144,24.51,97.8,Online
Device_1,2025-11-11 21:11:52.147144,23.4,99.08,Offline
Device_1,2025-11-11 21:13:52.147144,23.44,99.32,Online
Device_1,2025-11-11 21:15:52.147144,22.98,98.1,Online
Device_1,2025-11-11 21:17:52.147144,23.06,99.24,Online
Device_1,2025-11-11 21:19:52.147144,24.18,98.25,Online
Device_1,2025-11-11 21:21:52.147144,23.47,98.62,Online
Device_1,2025-11-11 21:23:52.147144,23.25,99.05,Online
Device_1,2025-11-11 21:25:52.147144,23.73,99.95,Online
Device_1,2025-11-11 21:27:52.147144,22.59,99.46,Online
Device_1,2025-11-11 21:29:52.147144,23.41,97.97,Online
Device_1,2025-11-11 21:31:52.147144,23.7,98.09,Online
Device_1,2025-11-11 21:33:52.147144,24.4,97.45,Online
Device_1,2025-11-11 21:35:52.147144,23.79,97.29,Online
Device_1,2025-11-11 21:37:52.147144,23.56,98.83,Online
Device_1,2025-11-11 21:39:52.147144,23.34,97.72,Online
Device_1,2025-11-11 21:41:52.147144,23.22,98.48,Online
Device_1,2025-11-11 21:43:52.147144,23.35,98.13,Online
Device_1,2025-11-11 21:45:52.147144,24.24,99.77,Online
Device_1,2025-11-11 21:47:52.147144,23.89,99.94,Online
Device_1,2025-11-11 21:49:52.147144,23.42,98.09,Offline
Device_1,2025-11-11 21:51:52.147144,24.12,98.42,Online
Device_1,2025-11-11 21:53:52.147144,23.22,100.98,Online
Device_1,2025-11-11 21:55:52.147144,23.5,99.35,Online
Device_1,2025-11-11 21:57:52.147144,24.18,99.6,Online
Device_1,2025-11-11 21:59:52.147144,24.16,99.83,Online
Device_1,2025-11-11 22:01:52.147144,24.08,97.84,Online
Device_1,2025-11-11 22:03:52.147144,23.7,99.1,Online
Device_1,2025-11-11 22:05:52.147144,24.36,98.99,Online
Device_1,2025-11-11 22:07:52.147144,22.8,98.94,Online
Device_1,2025-11-11 22:09:52.147144,24.39,73.41,Online
Device_1,2025-11-11 22:11:52.147144,23.64,99.86,Online
Device_1,2025-11-11 22:13:52.147144,24.11,97.57,Online
Device_1,2025-11-11 22:15:52.147144,23.68,99.0,Online
Device_1,2025-11-11 22:17:52.147144,23.02,100.12,Online
Device_1,2025-11-11 22:19:52.147144,24.61,99.41,Online
Device_1,2025-11-11 22:21:52.147144,24.59,99.77,Online
Device_1,2025-11-11 22:23:52.147144,23.47,96.46,Online
Device_1,2025-11-11 22:25:52.147144,24.68,97.13,Online
Device_1,2025-11-11 22:27:52.147144,24.13,99.57,Online
Device_1,2025-11-11 22:29:52.147144,24.3,99.66,Online
Device_1,2025-11-11 22:31:52.147144,23.17,99.21,Online
Device_1,2025-11-11 22:33:52.147144,23.99,100.38,Online
Device_1,2025-11-11 22:35:52.147144,23.23,97.16,Online
Device_1,2025-11-11 22:37:52.147144,24.32,99.32,Online
Device_1,2025-11-11 22:39:52.147144,23.5,100.13,Online
Device_1,2025-11-11 22:41:52.147144,23.48,98.24,Online
Device_1,2025-11-11 22:43:52.147144,23.51,100.61,Online
Device_1,2025-11-11 22:45:52.147144,23.65,97.62,Online
Device_1,2025-11-11 22:47:52.147144,23.73,97.24,Online
Device_1,2025-11-11 22:49:52.147144,23.92,100.11,Online
Device_1,2025-11-11 22:51:52.147144,23.7,99.22,Online
Device_1,2025-11-11 22:53:52.147144,23.33,99.94,Online
Device_1,2025-11-11 22:55:52.147144,23.73,99.76,Online
Device_1,2025-11-11 22:57:52.147144,23.8,100.15,Online
Device_1,2025-11-11 22:59:52.147144,23.78,98.5,Online
Device_1,2025-11-11 23:01:52.147144,24.19,99.93,Offline
Device_1,2025-11-11 23:03:52.147144,23.89,100.37,Online
Device_1,2025-11-11 23:05:52.147144,23.34,99.33,Online
Device_1,2025-11-11 23:07:52.147144,23.85,97.87,Online
Device_1,2025-11-11 23:09:52.147144,23.6,98.86,Online
Device_1,2025-11-11 23:11:52.147144,23.21,101.94,Online
Device_1,2025-11-11 23:13:52.147144,23.52,97.0,Online
Device_1,2025-11-11 23:15:52.147144,23.76,99.74,Online
Device_1,2025-11-11 23:17:52.147144,23.43,98.41,Online
Device_1,2025-11-11 23:19:52.147144,23.81,97.39,Online
Device_1,2025-11-11 23:21:52.147144,23.57,98.5,Online
Device_1,2025-11-11 23:23:52.147144,24.19,99.09,Online
Device_1,2025-11-11 23:25:52.147144,24.26,98.51,Online
Device_1,2025-11-11 23:27:52.147144,23.8,100.45,Online
Device_1,2025-11-11 23:29:52.147144,24.34,98.48,Online
Device_1,2025-11-11 23:31:52.147144,23.99,99.86,Online
Device_1,2025-11-11 23:33:52.147144,23.61,98.53,Offline
Device_1,2025-11-11 23:35:52.147144,23.27,98.59,Online
Device_1,2025-11-11 23:37:52.147144,23.84,98.77,Online
Device_1,2025-11-11 23:39:52.147144,23.21,98.59,Online
Device_1,2025-11-11 23:41:52.147144,23.76,99.28,Online
Device_1,2025-11-11 23:43:52.147144,23.84,99.37,Online
Device_1,2025-11-11 23:45:52.147144,24.65,98.66,Online
Device_1,2025-11-11 23:47:52.147144,22.68,99.62,Online
Device_1,2025-11-11 23:49:52.147144,24.02,99.85,Online
Device_1,2025-11-11 23:51:52.147144,23.55,99.94,Online
Device_1,2025-11-11 23:53:52.147144,22.99,97.77,Online
Device_1,2025-11-11 23:55:52.147144,23.29,98.69,Online
Device_1,2025-11-11 23:57:52.147144,23.54,98.49,Online
Device_1,2025-11-11 23:59:52.147144,23.81,97.08,Online
Device_1,2025-11-12 00:01:52.147144,24.26,100.33,Online
Device_1,2025-11-12 00:03:52.147144,24.06,97.9,Online
Device_1,2025-11-12 00:05:52.147144,23.26,98.86,Online
Device_1,2025-11-12 00:07:52.147144,22.66,98.17,Offline
Device_1,2025-11-12 00:09:52.147144,23.63,98.59,Online
Device_1,2025-11-12 00:11:52.147144,24.11,98.4,Online
Device_1,2025-11-12 00:13:52.147144,24.19,99.54,Online
Device_1,2025-11-12 00:15:52.147144,23.93,97.18,Online
Device_1,2025-11-12 00:17:52.147144,22.8,99.31,Online
Device_1,2025-11-12 00:19:52.147144,24.22,97.3,Online
Device_1,2025-11-12 00:21:52.147144,24.11,99.66,Online
Device_1,2025-11-12 00:23:52.147144,23.78,97.85,Online
Device_1,2025-11-12 00:25:52.147144,23.88,98.37,Online
Device_1,2025-11-12 00:27:52.147144,22.39,98.34,Online
Device_1,2025-11-12 00:29:52.147144,24.19,98.78,Online
Device_1,2025-11-12 00:31:52.147144,24.57,98.27,Online
Device_1,2025-11-12 00:33:52.147144,23.62,101.42,Online
Device_1,2025-11-12 00:35:52.147144,23.77,97.32,Online
Device_1,2025-11-12 00:37:52.147144,23.53,101.22,Online
Device_1,2025-11-12 00:39:52.147144,23.04,99.1,Online
Device_1,2025-11-12 00:41:52.147144,23.64,99.01,Online
Device_1,2025-11-12 00:43:52.147144,23.59,99.77,Online
Device_1,2025-11-12 00:45:52.147144,23.93,99.19,Online
Device_1,2025-11-12 00:47:52.147144,23.59,99.81,Online
Device_1,2025-11-12 00:49:52.147144,23.55,99.67,Online
Device_1,2025-11-12 00:51:52.147144,23.88,98.51,Online
Device_1,2025-11-12 00:53:52.147144,23.82,99.63,Online
Device_1,2025-11-12 00:55:52.147144,22.67,99.73,Online
Device_1,2025-11-12 00:57:52.147144,24.0,99.18,Online
Device_1,2025-11-12 00:59:52.147144,23.7,99.0,Online
Device_1,2025-11-12 01:01:52.147144,23.94,98.38,Online
Device_1,2025-11-12 01:03:52.147144,23.17,98.91,Online
Device_1,2025-11-12 01:05:52.147144,25.08,99.5,Online
Device_1,2025-11-12 01:07:52.147144,24.38,99.88,Online
Device_1,2025-11-12 01:09:52.147144,24.67,99.76,Online
Device_1,2025-11-12 01:11:52.147144,24.44,99.26,Online
Device_1,2025-11-12 01:13:52.147144,22.84,99.71,Online
Device_1,2025-11-12 01:15:52.147144,24.26,97.89,Online
Device_1,2025-11-12 01:17:52.147144,23.26,99.44,Online
Device_1,2025-11-12 01:19:52.147144,23.46,99.22,Online
Device_1,2025-11-12 01:21:52.147144,22.93,97.74,Online
Device_1,2025-11-12 01:23:52.147144,23.34,98.59,Online
Device_1,2025-11-12 01:25:52.147144,23.69,98.61,Online
